tweet_text,sentiment
@PauDybala_JR Gioca bene bambino,positive
@NChadli Complimenti siete stati bravissimi ve lo siete meritato :),positive
"@juventusfc  Molla #Golovin  e prendi @ytielemans , e veloce, agile, buon controllo di palla, Ã¨ giovane e ha un buon tiro, in un centrocampo con #Pjanic, ed #EmreCan  sarebbe perfetto... #finoallafine #ForzaJuve https://t.co/oWd1rXEN1h",positive
@spano81 @Cristiano ??beh certo ha fatto tanto apprezziamo lo sforzo perÃ²,positive
"#Ultimora ?
 #Juventus, @Cristiano:  ÂÃ un momento molto emozionante per me
Questa scelta mi rende felice, ringrazio i tifosi per come mi hanno accolto""
#SkySport #CR7DAY #CR7JUVE",positive
@OfficialASRoma @OfficialRadja Buffoni! Prima lo cacciate via a calci in bocca e poi lo ringraziate? PerÃ² mica lo dite che Radja sono due anni che dice di no alle cessioni!,positive
@marcoliorni @OfficialRadja Incarnava lo spirito legionario e combattente che noi tifosi adoriamo in un giocatore...RADJA CI MANCHERAI,positive
@Cristiano questo Ã© il benvenuto di zio Pat! La Juve Ã© una famiglia! Benvenuto ancora!!! https://t.co/aKdOp26sVp,positive
"@Miralem_Pjanic @Juventusfcar @juventusfc Grazie, mio eroe ????",positive
Grandissimo @nico_taglia che si vendica nel modo migliore!!!,positive
@LichtsteinerSte @juventusfc Grazie di tutto. Sei un uomo vero.,positive
@kkoulibaly26 E noi siamo fieri di te!,positive
@esivabbe @LiveBianconera Questa lÂimmagine piÃ¹ bella di questo mondiale. Ciao ciao simulatore antisportivo @SergioRamos,positive
Abbiamo un sogno nel cuore #CR7allaJuve Caro @Cristiano sai che facciamo a Caselle noi ti aspettiamo #FinoAllaFineForzaJuventus https://t.co/tziVxjopCf,positive
"Ho fatto un sogno incredibile!!! Irrealizzabile!!! #CristianoRonaldo alla Juventus!!! Impossibile vero??? Invece no, @Cristiano alla @juventusfc Ã¨ realtÃ , non stiamo sognando!!! #CR7 Ã¨ bianconero!!! #CR7JUVE #CRIS7IANO #FINOALLAFINE??",positive
@MauroIcardi Bravi ragazzi! Che bel regalo di Natale ?,positive
"@PianetaMilan Auguri Alvaro, Ã¨ qualcosa di fantastico, ed inimmaginabile, io sono PapÃ  di una bimba da 3 mesi e sono impazzito ? 
@AlvaroMorata",positive
"@ECavaniOfficial @Uruguay Edi sei uno dei miei idoli.mi dispiace tantissimo ma senza di te era tutto difficile.sono dispiaciuta per il tuo infortunio e per come ti senti?Ma sii fiero di te di ciÃ² che hai fatto al mondiale,della persona che sei e del grande campione che sei?Ti stimo",positive
"@Sport_Mediaset Premetto che Pjanic Ã¨ fortissimo ma x @paulpogba lo farei subito, solo x lui... Ã troppo forte, fisico e tecnico, mix perfetto x il calcio moderno... #PogBack",positive
"@GiCer81J @Cristiano A Te. Ã un piacere seguirti... che ne dici lo diciamo anche a @pisto_gol che, ancora una volta, ha scritto cattiverie gratuite?",positive
La cosa piÃ¹ memorabile di quest'anno per me Ã¨ stata... #FeliceAnnoNuovo #RicordoDel2018 @Cristiano #CR7Juve @juventusfc #CR7 #Juventus #FinoAllaFine https://t.co/aP2JTQYkYA,positive
@delpieroale @lukamodric10 Grande Alex! Credo che anche tu lo avresti pienamente meritato di vincere,positive
"@hazardeden10 Fantastico! Tu sei uno sballo! ?
@dries_mertens14 ? tranquillo che la prossima sarai di nuovo decisivo! Forza @Belgianfootball ??",positive
?amore fai presto io non resisto non resisto nooooon resisto ? @Cristiano,positive
Fiocco rosa in casa @juventusfc ? Congratulazioni a @G_Higuain e sua moglie Lara per la nascita di Alma ?? https://t.co/CRfNBDTGLI,positive
"@PauDybala_JR Grande prestazione, ti Ã¨ mancato solo il gol ??????????",positive
@OfficialASRoma @OfficialRadja Certi amori non finiscono ciao @OfficialRadja in bocca al lupo? ????,positive
"@kkoulibaly26 sei un giocatore spettacolare, ti vorrei nella mia Inter. Ti chiedo scusa per quei deficienti che ti hanno insultato per tutta la partita, mi fanno pena e schifo",positive
@Cristiano Chrispiano nice,positive
Guardando la nostra panchina non disdegno certo Fellaini. Ma per me Ã¨ ottimo in panca. E dalle parole di @MassMirabelli non mi pare sia lui quel mix tra #kessie e @giacomobona che io ho interpretato come giocatore di fisico velocitÃ  e tecnica. Diciamo un  @OfficialRadja,positive
"@SimoneMoriM @l_desilvestri Sei un GUERRIERO!!!Forza,Determinazione e Speranza!!!Ne hai a camionate!!!Auguri e buona fortuna per tutto!!!",positive
"Sono stati invitati alla festa anche @Lor_Insigne e @RafAuriemma!!! Stage per imparare a non dimenticare nulla negli hotels!!!! ?????! Ve lo insegna @douglascosta!!!! ???

#MY7H 
#finoallafineforzajuventus 
#VamosPorMas 
#campioniditalia https://t.co/jQdcbMNlav",positive
Waiting for.... Il giorno che @emrecan_ mi commenterÃ  con un cuore ??,positive
Migliore in campo @mattia_desci,positive
@juventusfcen @Cristiano Grazie. Essere della Juve Ã¨ un privilegio . Una goduria. Grazie . Grazie . CR7,positive
Il migliore giocatore del mondo alla Juventus!!!!! Benvenuto @Cristiano,positive
@kkoulibaly26 amore e rispetto per te !,positive
"@lullo_rita @Nameless_181 @ECavaniOfficial Grande azienda che campa vendendo i suoi Top... Ma senza stadio, strutture, sponsor decenti ecc... Praticamente na bottega di lusso .",positive
@fbernardeschi Buon anno Chicco ??,positive
"Buon compleanno Pipa? sempre uno di noi, ti vogliamo bene ?? @G_Higuain https://t.co/4UlcTp4zOD",positive
@juventusfc @G_Higuain Auguri!!?,positive
@chiaramuraglia Contenta soprattutto x il grande ed immortale @FQuagliarella27,positive
Che goal stupendo che ha fatto @LucasMoura7 #TOTFUL #SkyPremier,positive
@OfficialASRoma @Florenzi Ammazza che bella sta foto,positive
"@MedhiBenatia @juventusfc @Juventusfcar @FRMFOFFICIEL @EnMaroc Medhi non andare via dalla Juventus per favore, tu sei un grandissimo difensore! Ti voglio dire una cosa non pensare ad alcuni che ti avevano criticato quelli erano solo dei rosiconi ? Buona fortuna per la nazionale! #GrandeMedhiBenatia! ?????",positive
"@andrew9788 @Racatraka @SergioRamos @realmadrid @SeFutbol @andresiniesta8 @ChampionsLeague Ma che cosa dici : 1934 e 1938 2titoli mondiali consecutivi,  1982 in Spagna abbiamo vinto contro le piÃ¹ forti Argentina, Brasile,  Polonia,  Germania!!! Nel 2006 abbiamo vinto il ns 4Â°titolo mondiale in casa della Germania giocando un ottimo calcio x cui sciacquati la bocca !!!",positive
"@OfficialRadja grande radja!!! O non eri il ninja paladino del colosseo ????? Non volevi andare via ma sei contento di essere allÂinter...... al mondiale ti stai muovendo bene, mi raccomando la qualificazione ai quarti deve portare la tua firma!!!!",positive
@DBoltri @PauDybala_JR Ciao Davide! Tantissimi auguri anche a te!,positive
Se la @OfficialASRoma prendesse @lukamodric10 sarei piÃ¹ felice di uno juventino!! #RonaldoAllaJuve #Croatia #CroatiaEngland #FIFA18WorldCup,positive
@G_Higuain Buongiorno,positive
@Romanista24 @bidizeta @OfficialASRoma @Florenzi Veramente io ho risposto ad un altro tweet. Il mio pensiero Ã¨ che vai e tifi. Se va male torni triste come quando hai visto un film di merda. Non Ã¨ che insulto il regista. Ma poi le scuse ma finiamola che ci sono cose ben piÃ¹ serie.,positive
"@Filo_da_torcere @annatrieste @Cristiano @PReina25 @acmilan Pena fai te..e a me Anna piace perchÃ© Ã¨ intelligente e simpatica, al contrario tuo. E ricordati nella vita esiste pure l'ironia..",positive
@MattiaPerin @juventusfc Mattia se vuoi fiducia perÃ² ste minkiate non farle piÃ¹ eh!!! Mi hai fatto andare di traverso il pranzo.. Sveglia!! Sei alla Juve adesso!!,positive
@MATUIDIBlaise @MarioMandzukic9 @lukamodric10 Sei Meraviglioso Blaise ???Un grande Campione dentro e fuori dal campo! ????????,positive
@Rafinha Il bene che ti voglio. ?,positive
@mattia_desci @fenicejuventina Bravo @mattia_desci grande prestazione. Ora cÂÃ¨ bisogno piÃ¹ che mai di te.,positive
"@kkoulibaly26 Capisco la tua reazione che non ripeterai mai piÃ¹ essendo tu un vero campione! Sono orgoglioso anchÂio di essere un meridionale, un uomo, un tifoso di #KK giocatore del @sscnapoli La serata di ieri servirÃ  a far crescere ancora di piÃ¹ tutti. Un abbraccio, Brother! #ForzaNapoli",positive
Grazie @mauroicardi 4 gol in 5 partite in Champions! Tu a@differenza di quello in panchina esci a testa alta e hai dimostrato a tutta Europa che sei uno dei numeri 9 piÃ¹ forti al mondo.Â https://t.co/gXBzvZJAtj,positive
"@Rommel_Pacheco @neymarjr @miseleccionmx Hahaha te la mamaste compa alv :v fierro, ajua, fierro arriba navojoa municipio de guasave!! :v",positive
@PauDybala_JR @paulpogba Ã davvero un bel post ?,positive
@PauDybala_JR io ti voglio davvero troppo bene? https://t.co/PAsDKYB36d,positive
Quando la passione rimane sempre accesa l'amore non potrÃ  mai spegnersi @gianluigibuffon @13Szczesny13 #FinoAllaFine https://t.co/V2HYhmsSgm,positive
@MarianoCarloRos @vittoriocasale @OfficialRadja @OfficialASRoma Sono anni che lo sognavo! Ve l'ho sempre invidiato...,positive
"io non voglio il ritorno di Cavani, voglio il tuo, sei bello e hai un buon odore @Mgabbia23",positive
"@thegreggoz @tisch0000 @Cristiano @juventusfc AnchÂio non la trovavo, vai giÃ¹ dopo lÂinimo, cÂÃ¨ fidati!",positive
@Cristiano grande campione mi sto crescendo il pizzetto come te non deludermi https://t.co/8fdIpcBkRC,positive
"Per il tuo Compleanno, guarda il futuro e non dimenticare il passato.
Buon Compleanno! Asamoah 
???? @Asabob20 https://t.co/IN8x3LMm4t",positive
Complimenti alla #Croazia per la finale meritatamente raggiunta. E complimenti all'Ariete @MarioMandzukic9 per il gol.. Bravi ragazzi @MarioMandzukic9 e @marko_pjaca20 ???,positive
Sei il piÃ¹ forte di tutti @chiellini,positive
@gaglio94 Buon anno campione!,positive
#AtalantaJuve @Cristiano GRAZIE CANPIONE! Per tutto!,positive
@Bassman8256 @Delirio897J @marko_pjaca20 @PauDybala_JR @RodriiBentancur Ti ringrazio della comprensione. Capisco che vincendo Ã¨ difficile capire idee diverse come le mie. Grazie!,positive
@juventusfc @MarioMandzukic9 Mai senza!!! campione ??????,positive
@ToniKroos_FR @ToniKroos Bravo bravo,positive
@OfficialASRoma @OfficialRadja AspetterÃ² fiducioso i risultati ma certo abbiamo ceduto il Ninja non certo per fare cassa...un piatto di lenticchie per un top di centrocampo europeo!,positive
"@VincenzoLaport3 @impusino @Alex_Cavasinni @joaome17 Lo hanno spostato e si Ã¨ trasformato in questa roba qui.Oltre alla svogliatezza (credo apparente, soprattutto nei primi tempi) si vede che si trova proprio male, che si muove in modo diverso rispetto a quello che dovrebbe fare.Vuole e deve stare al centro. Il discorso Ã¨ tutto qua",positive
@tznlucas @novembersmark @MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane E quindi? Rimane sempre un capolavoro di un artista italiano. I francesi sono cosi spocchiosi che amano provocare,positive
@OfficialRadja Poche parole: grazie per aver indossato la maglia della Roma con onore. Ciao.,positive
@EstebanJr94 @juventusfc @juventusfcen @andagn @PauDybala_JR @ClaMarchisio8 @MisterLippi @Matias_Juventus @IndianRegista @GiAdUzZoLa90 Auguri #Boniperti ?,positive
@gianluigibuffon Ti amo ??,positive
"@Carloalvino @Chiariello_CS ...questo @KMbappe mi sembra un prospetto interessante,il giocatore ideale per per le idee del @sscnapoli e di @ADL ,giovane e di sicuro avvenire...",positive
@Miralem_Pjanic @juventusfc Giusto!!!! Il vecchio cuore granata Ã¨ debolino... Con la Juve diventa piccolo cuore granata... Grande Pjanic!!!! Il miglior Regista al mondo ora!!!,positive
@PauDybala_JR ??? BRAVO PAULO COMPLIMENTI . ADESSO PERÃ CÂÃ IL DERBY...!!! SI DEVE VINCERE !! 1897 https://t.co/7dg9CfTI70,positive
@UEFAcom_it @SergioRamos Ogni anno sempre piÃ¹ antisportivo e ogni anno gli date risalto incredibile!,positive
@Sary8686 @Inter @Rafinha Che bello trovare persone masochiste come me ??,positive
@Fede_Spettinata A chi lo dici!!! Roba da non crederci ancora! Ma vedendolo con quella maglia...allora bisogna gridarlo #Finoallafine #finoallafineforzajuve e grazie @Cristiano,positive
@ToniRuediger Rudi! Rudi! Rudi!,positive
"@kkoulibaly26 #InterNapoli grande uomo e grande giocatore. L'uomo prima di tutto, sempre. Impariamo a sospendere le partite, subito. Questo non Ã¨ calcio ma uno spettacolo vergognoso.",positive
@kkoulibaly26 Augurissimi anche a te campione ???,positive
"@LichtsteinerSte Grande cuore come sempre, non ti smentisci mai, grande acquisto dei Gunners #ARSMCI #FinoAllaFine",positive
@6Gobbo62 @MarioMandzukic9 Ha giocato con coraggio e meritava certo di piÃ¹. La qualitÃ  dei singoli e una buona dose di casualitÃ  ha determinato gli episodi.,positive
@Miralem_Pjanic @juventusfcen @juventusfc Buon anno amori????,positive
"@PBPcalcio @gigiodonna1 Ottimo tra i pali ma sulle uscite alte (vedesi tutti i calci dÂangolo di questa stagione) Ã¨ da brividi: fa sempre due passi avanti e uno indietro, spero possa migliorare in questo fondamentale",positive
"@chiellini @juventusfc Giorgio, voi siete il nostro regalo. ????Buone Feste!!!",positive
@RobertoSavino10 @MarioMandzukic9 Impressive. Davvero impressionante,positive
"@MyliusMylius @gabrypez1 @ADeLaurentiis @ECavaniOfficial Abbi fede.
Carletto sta lavorando per voi",positive
"@claubgarcia @spano81 @juventusfc @juventusfcen Claudia sei molto brava e bellissima! Ma SANDRO potrebbe rinnovare,  ora chÃ© Ã¨ arrivato anche @Cristiano",positive
@realmadrid @thibautcourtois #FreeModric Abbiate un po' di riconoscenza per un giocatore che ha onorato la vostra maglia e che ora voglia provare una nuova esperienza.,positive
@delpieroale @MarioMandzukic9 Grande Mario !!!! Abbiamo tifato per te !!!,positive
@Acerbi_Fra Grande Francesco!!! Campione nella vita come in campo! ?,positive
@MedhiBenatia bravo sei bravissimo,positive
@Lor_Insigne @PReina25 Buona fortuna @PReina25 per te sempre il meglio. Ora tocca a te @Lor_Insigne devi fare il salto definitivo.   Sei un grande campione,positive
@MPolitano16 Buon anno a te e famiglia!,positive
@MedhiBenatia Che incanto?  ?                                                   Uno scatto davvero magnifico.            BEAUTIFUL @Medhi  ?,positive
@kkoulibaly26 Kalidou sei grande. Napoli e tutte la brava gente ti ama!,positive
"@piperitafrancy @Cristiano Qui sei troppo buona, in questo periodo ho davvero una faccia di minchia, perchÃ© non hai visto le altre 30 che ho scattato ahaghshfg vero",positive
Caro @zazzatweet l'unico esito di tutto questo casino sarÃ  che @kkoulibaly26 a fine stagione andrÃ  in Inghilterra. Con buona pace di tutti i benpensanti. E grande dolore nostro!,positive
"@Zebratus @PremiumSportHD @G_Higuain E' buona cosa, per me, leggere tutte le fonti :)",positive
"@realvarriale @G_Higuain @sscnapoli @juventusfc Mai uno scarto. A differenza dei tifosi partenopei che gli augurano ancora sventure familiari, personali o sportive, noi lo ringrazieremo sempre e speriamo ancora rimanga, benche' consapevoli che l'arribo di cr7 comporta sacrifici. Un po' come per voi Verdi.",positive
@jamesdrodriguez HAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHSHAHAHAHAHAHAHAHAHAHHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHSHAHSHAHSHSHSHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH HA,positive
@realvarriale @jimmyjimmy88 @KMbappe @G_Higuain @PauDybala_JR Sempre la JUVE IN BOCCA.......complimenti...!!!!!,positive
"Benvenuto alla @Juventus @Cristiano,spero riuscirai a fare quello che hai fatto per il @realmadrid anche per noi!!!GiÃ  ti amiamo,figurati quando ci farai vincere dei trofei!!!#finoallafine",positive
@F_Andersoon Ci manchi!!,positive
.@Cuadrado che posta foto con la maglia numero 7 di @Cristiano. Sei un grande campione e un ragazzo d'oro panita ??,positive
"@kkoulibaly26 I razzisti sono la vergogna di tutti i paesi. Loro sono i diversi. Io ti ho sempre
Stimato come calciatore e come uomo. Sono con te, kalidou. Forza Napoli e viva il Senegal e tutta l'Africa. Salut, Afrique mere. Ti voglio bene",positive
@Super3mp @juventibus @G_Higuain Auguri @G_Higuain  e grazie,positive
"@Cristiano Cristiano, ti amiamo!!!!!!!",positive
@vecino @Uruguay Quando ti vedo colpire di testa mi si illuminano gli occhi:):):),positive
@Asabob20 tantissimi auguri di buon compleanno black panter ????????????,positive
@Cristiano Buon anno e che sia quello buono FJ,positive
"... e da tifoso del Liverpool fatemelo dire: @JHenderson Ã¨ veramente un grandissimo giocatore, ha cuore e leadership, un vero capitano e ha pure una buona qualitÃ  come mostra il lancio su Sterling. Splendido! Sono orgoglioso di averlo capitano dei Reds #SveziaInghilterra",positive
"Gianni, sei stato comunque un grande numero 7 @Cuadrado. Amo i tuoi occhiali da sole",positive
"@Cuadrado @Cristiano @juventusfc Ti amo, rinnova a vita per favore",positive
@Ale_Il_Cica @DiMarzio @realmadrid @juventusfc @Cristiano Verissimo!da milanista son dÂaccordo. Ma gli juventini pian piano faranno di tutto per farlo e farsi odiare. Credo siano i migliori al mondo da questo punto di vista.,positive
Gran bel giocatore @BenPavard28 a gennaio i giallorossi avevano fatto un sondaggio per lui @OfficialASRoma #pavard #Calciomercato https://t.co/g4M7OXWelN,positive
@ECavaniOfficial Oltre ad essere un grande campione  lo sei anche in umiltÃ  grande Edison  Napoli ti aspetta,positive
"@PReina25 Sono felice per te Commissario, e per noi milanisti. La tua presenza ci ridÃ  tanta di quella dignitÃ  che abbiamo purtroppo perso. Grazie ancora.",positive
@patbon1951 @TimoeB08 Ammetto si essere tra quelli che non ci credeva x nulla! Felice di essermi ricreduta!,positive
"@Mr_Mrk1 @KeitaBalde No, mai. ParlerÃ² finchÃ© avrÃ² fiato per dire tutto quello che mi pare e piace. Nel rispetto di tutti.",positive
@kkoulibaly26 Da romanista sono orgoglioso di te fratello,positive
"@cropy03 @Asabob20 mi spiace tu abbia scelto la squadra sbagliata, meno male che ora stai recuperando consensi.
Ora serve che arrivino al 7 posto mi raccomando",positive
@PauDybala_JR Ti amo,positive
@Cristiano Bravo Bravo ?????????????????????????????????????????????????????????????????????????????????,positive
@MarioMandzukic9 Ti amiamo super Mario...l anno prossimo pallone d oro!!,positive
Benvenuto in @SerieA_TIM al piÃ¹ grande calciatore mai visto. Benvenuto. #Cr7 @Cristiano #ForzaNapoliSempre,positive
"Il rendimento Ã¨ migliore rispetto allo scorso campionato e non ha sbagliato un rigore. Ci sono tutti i presupposti per un grande girone di ritorno @gallobelotti 
https://t.co/v9xFhsGtZJ",positive
"#Balalaika senza @MauroIcardi Argentina eliminata, senza @OfficialRadja belgio eliminato...forza Croazia!",positive
"@OfficialRadja Grazie Ancora campione ...per noi questa Ã¨ la tua maglia, per sempre https://t.co/sGQ0znkIVA",positive
"@ZampriTm @accionroman @Inter @Rafinha Di  #Nainggolan bisogna fare una riflessione profonda, la #ASRoma vuole liberare spazio ai giovani giustamente per il nuovo corso #inter occorre un centrocampista che puÃ² fare il trequartista perchÃ© con il tempo il suo raggio d azione Ã¨ diminuito molto, quindi al giusto prezzo.",positive
@bonucci_leo19 Buon Natale a te Bonny e tutta la tua splendida famiglia ??,positive
"@Cristiano Se sto sognando che nessuno osi svegliarmi, @Cristiano alla mia @juventusfc Ã¨ un sogno che , spero, si avveri.",positive
@lullo_rita @pisto_gol @StefanoDiscreti @realvarriale @G_Higuain Dall'espressione di Insigne si direbbe il contrario. Comunque complimenti per il savoir-faire signora. Buone cose.,positive
"@MightyI83 @Ryo0979 @ADeLaurentiis @Cristiano @ECavaniOfficial Onore a te , questi commenti allo sport fa solo bene ! In bocca al lupo e buon campionato a tutti !",positive
@MattiaPerin @juventusfc Grande Mattia!!! Loro sono i veri campioni!!!,positive
@ECavaniOfficial @Uruguay Edi torna a Napoli e diventerai  una leggenda Napoli ti ama,positive
@Sorrentino Bellissimi!,positive
"@Andrea96991507 @MbCodone @Blulightrevenge @Cristiano @sscnapoli @lotebusters @SgSimoncino Non voglio parlare male di Torino,Ã¨ la cittÃ  di migliaia di persone per bene,fra le quali  non sei ascrivibile tu!Comunque Napoli Ã© meraviglios,peccato tu non ci sia mai stato.Certo che davvero hai un concetto strano di bellezza!SarÃ  che tu stesso sei brutto perfino per tua madre",positive
@DanieleRugani @juventusfc Sei e sarai il nostro miglior difensore ..quando avro' la possibilita' economica la mia prima maglia della Juve sara' la tua ..grazie Daniele,positive
@Cristiano Buon Natale a te e a tutta la tua meravigliosa famiglia Cristiano ????????,positive
@Arsenal @Aubameyang7 @LacazetteAlex Osei tutu is a super talent,positive
"WELCOME to giuseppe meazza ???? @inter 
_______
@OfficialRadja
matteo_poli7
lautaromartinezz10
stefandevrij
@Asabob20
.
.
.
.
#interisti #interistiindonesia #intermilan
#forzainterÂ https://t.co/AKoeKzXbsT",positive
"@MightyI83 @cisko00 @Ryo0979 @ADeLaurentiis @Cristiano @ECavaniOfficial Bellissimo commento, fai onore a tutti i tifosi. Grazie di cuore e forza...",positive
@Cristiano Auguri Campione ??,positive
"@DanieleRugani @juventusfc Bravo daniele, sempre sereno e rispettoso nelle scelte del mister, mai una parola fuori posto, in perfetto stile @juventusfc ? un abbraccio Dani...",positive
"Sono molto contento per il passaggio del turno per il #JPN 

I'm very proud of #JPN team.
@YutoNagatomo5

And now #ENG against #BEL. 
I will support for #BEL
@RomeluLukaku9
@dries_mertens14
@thibautcourtois
@OfficialRadja anche se tu non giochi #Ninja

#WorldCup 
#Rusia2018",positive
"Da interista presente allo stadio lo posso dire.

@kkoulibaly26 Ã¨ stato il migliore.

Dentro e fuori dal campo. https://t.co/LF6JbrZQXz",positive
"@Cristiano cristiano ascolta,per di precedenti io non me la sento ancora di cliccare sul tasto segui perÃ² se magari tiri fuori questa lettera di addio te ne sarei grata. Dai su,che ci vuole..cerca qualche frase ad effetto su google ed Ã¨ fatta",positive
"@kkoulibaly26 La tua fascia da capitano ci commuove sempre e ci aveva fatto sperare in un mondo migliore . A testa alta Kalidou, noi ti amiamo #InterNapoli",positive
@KMbappe sei simpatico quando corri talmente veloce che ti dimentichi il pallone. #WorldCupFinal #FranciaCroazia,positive
"@LivornoCalcio @sscnapoli @kkoulibaly26 Grazie infinite, da oggi avete una simpatizzante in piÃ¹ ?",positive
"@sscnapoli @StanisLaRochele @arekmilik9 @dries_mertens14 Milik Ã¨ veramente un gran attaccante.

Complimenti",positive
@OfficialRadja Ti aspettiamo nella nazionale Italiana...saresti un Grande Acquisto,positive
@DanielaPescato2 @Alissonbecker A me anche sempre va benissimo,positive
"@suso30oficial La colpa Ã¨ stata un po' tua ed un po' del tuo allenatore, eri nervoso ed ammonito e Borini doveva entrare al tuo posto, comunque sia....bella vittoria.....Forza Milan!!!",positive
"Omnis anni es bysso, XXVI annorum ad animam, Te amo @Phil_Coutinho ???????????????????? https://t.co/DeqtyEcNBp",positive
@AleJuventina92 @juventusfc @Cristiano Che bella che sei.sempre meglio.,positive
@suso30oficial @acmilan Ti amo susito voglio vincenre contro bologna,positive
@bonucci_leo19 @juventusfc Bella figura de merda! Complimenti!,positive
"Esordio in #PremierLeague con vittoria per #Sarri 
Finisce 0-3 gol di @nglkante #Jorginho @_Pedro17_  il gioco del tecnico si Ã¨ visto ancora poco..ma bella partita #HUDCHE @premierleague https://t.co/T5no6li5aL",positive
Assolutamente d'accordo. Hanno sempre fatto goal con palle ferme.. #FranciaBelgio @thibautcourtois @BelRedDevils @Belgianfootball https://t.co/alQqklrhDd,positive
@OfficialRadja in bocca a lupo ... quando ci farai gol esulta .. io sarÃ² felice per te.. sei un grande #ninja,positive
"Vamoooooooooooooos 
Mama Mia l'insetto!!! @Cristiano @juventusfc https://t.co/4qQkxB2XQF",positive
"@PauDybala_JR Grande partita a tutto campo , grande cresita, complimenti",positive
"@ThePapponis @ADeLaurentiis @ECavaniOfficial Esatto. Mi accontenterei, davvero. Chiedo solo Cavani. Tanto abbiamo una bella squadra, magari con Vidal al posto di Rog sarebbe ancora meglio",positive
@Inter @MPolitano16 @OfficialRadja @miranda023 @joaome17 @borjavalero20 Solo a me il ninja sembra un po incicciato? Mettetelo a dieta! Ci serve il miglior Nainggolan!,positive
Impressionante @willianborges88 ?????? https://t.co/fwhjXekfuw,positive
"@annatrieste @ADeLaurentiis @ECavaniOfficial @sscnapoli Questa non Ã¨ riscaldata ma insaporita,forza Napoli sempre!!!!",positive
@kkoulibaly26 Ricordati che il piÃ¹ grande di tutti ha vestito questa maglia. Tu sarai un altro privilegiato. Grande Kalidou,positive
"@D_Ospina1 @Fonsino85 @sscnapoli Benvenuto a Napoli, ti faccio migliori auguri.
ForzaNapolisempre ??",positive
"@YutoNagatomo5 Non importa il risultato, ma l'impegno e la forza con il quale si cerca di ottenerlo. Grazie a te ed al Giappone per lo spettacolo e la bella partita di stasera.",positive
"@AreolaOfficiel @JJesus_Official @Javi_Pastore  nasce la nuova @OfficialASRoma  una squadra oserei dire santa, religiosa benedetta!",positive
"@kkoulibaly26 Sei un uomo ed un calciatore eccezionale a cui tutte le persone intelligenti, non solo napoletani, guardano come un riferimento! Non farti piu fregare in futuro resta noncurante come solo i Signori sanno fare!?",positive
L'ho preso bene il distacco della Juve parte 3: il giorno in cui sono diventata totalmente devota a @PauDybala_JR https://t.co/nsejIxdCWl,positive
@MauroIcardi @camilaftinter ti amo??,positive
@Cristiano rendi felice questo bambino vieni ad abbracciarlo merita tutta la felicitÃ  del mondo .... https://t.co/n6IZUPtORk,positive
"La cosa piÃ¹ memorabile di quest'anno per me Ã¨ stata... #MY7H e @Cristiano #CR7 alla @juventusfc 
#FeliceAnnoNuovo #RicordoDel2018 https://t.co/rzqg8eSbfl",positive
@Gianfra2809 @juventusfc @cr7 @Cristiano Grazie a te Gianfranco meglio non si potevi fare,positive
@DanieleRugani @juventusfc Grande Dany! Partitona come sempre! ????,positive
Fa ancora molto male il ??..... ma abbiamo superato addirittura @Totti .... si volta pagina .... grazie cmq di tutto @OfficialRadja https://t.co/HdgEXo6RF1,positive
"Ã possibile vedere solo partite del genere!? Grazie #PORESP #WorldCup 

ps. @Cristiano IMMENSO.",positive
"Il calibro di @MarioMandzukic9 si conferma anche sta sera. Un attaccante meraviglioso, un guerriero, bhe un campione di spessore assoluto. #CroaziaInghilterra #juventus",positive
BUONA LA PRIMA per @MATUIDIBlaise #FRAAUS 2-1!  #JuveWorldCup | Juventus Official Twitter https://t.co/jHYEgwEc9w,positive
"@martorana_sm @delpieroale @hazardeden10 @thibautcourtois @RomeluLukaku9 Molto meno nel secondo tempo, eppure il Brasile goal ne ha fatto uno solo...quindi grande difesa e grande portiere, vittoria meritatissima! E non preoccuparti che avessero dato il rigore  ( inesistente) ai rigori vincevano comunque!",positive
@kkoulibaly26 Grazie a te che ci dai tanta emozione ogni partita koulibaly grande campione,positive
@Danila9631 @Seba_H17 @ECavaniOfficial Ciao bellissima buona cena,positive
"@MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane Sono italiana ma mi sono messa a ridere lo stesso. No, ve lo dico perchÃ© qui sembrano tutti impazziti.",positive
"@_FinoAllaFine__ @PauDybala_JR @G_Higuain anche io
ma li adoro e mi auguro possa essere cosÃ¬",positive
"@DanieleRugani @juventusfc Bravissimo Daniele, bella partita da parte tua, sempre cosÃ¬ ?",positive
"Si, lo ammetto.. 
ti penso sempre e mi manchi tanto. @LichtsteinerSte @juventusfc https://t.co/XRFTFaOYnP",positive
@Asabob20 Grande Asa cuore bianconero,positive
