comment,emotion,sentiment
"Central park Ã¨ un vero e proprio polmone in mezzo ai grattacieli. Ampio,ben strutturato,dove gli scoiattoli e varie specie di uccelli fanno da padroni.Ci sono piste ciclabili,percorsi per camminare e fare jogging ma anche tanti spazi per riposare e riprendersi dal caos metropolitano.Ci sono vari laghetti (alcuni navigabili con barche a remi),ristoranti e street  food ad ogni angolo.Per chi non vuole faticare ci sono servizi di carrozze(molto cari) e di richot......Ã¨ sicuramente da vedere!",joy,positive
"Ricostruzione dei momenti piÃ¹ importanti (e tragici) dell'ascesa al poter del partito nazista. Vi consiglio di visitarlo perchÃ© Ã¨ fatto davvero bene, Ã¨ gratuito ed Ã¨ proprio sotto la porzione di muro ancora in piedi (piÃ¹ in alto rispetto alla East Side Gallery) vicino al Checkpoint Charlie.",sadness,positive
"meta assolutamente imperdibile, camminare all'interno per godere appieno delle molteplici attivitÃ  che vengono svolte",joy,positive
Cronologia fotografica e documentale dell'invasione nazista in Europa. Merita senz'altro una visita.,joy,positive
Visitato central park pieno di neve il giorno dopo la tempesta del 23/01..con la neve ed i laghi ghiacciati sembra di stare in un posto fiabesco..sicuramente pure in in primavera resta un parco magico! ,joy,positive
"I navigli sono da vedere, sia di giorno, sia di sera. E' una tappa obbligata e pieno di movida durante la sera. L'unica cosa che volevo aggiungere Ã¨ che bisogna tenere gli occhi ben aperti, sono frequenti gli scippi e certe zone molto buie sono pericolose.",fear,negative
"Molto preferivano prendere la bici ma noi eravamo convinti che x assaporare in pieno un posto del genere era utile armarsi di buone scarpe e camminare approfittando anche delle belle giornate di sole. Abbiamo visto il mosaico di John Lennon, castello del Belvedere, statua di Alice nel paese delle meraviglie, giretto in barca a remi, il laghetto tipico dove hanno girato tanti film dove si corre intorno dedicato a jackelin onassis e tanto altro... e riposino meritato sul prato!!! Tappa obbligata di NY",joy,positive
"anche sotto la pioggia,central park Ã¨ incantevole.I colori della natura,gli scoiattoli....tappa imperdibile a New York.",joy,positive
"Conosciuta (che vergogna!!!) tramite una associazione che vuole far scoprire Milano ai milenesi e non solo (Milano da vedere...bravi bravi bravi) rimango stupefatto, appena entrato da quanto sia bella ed incredibile questa chiesa. Affrescato ovunque, con colori che meravigliano e particolari davvero esaltanti. Spesso andiamo all'estero a cercare queste cose e ce le abbiamo sotto casa. Incredibile come la parte posteriore della chiesa, confinante con il museo, abbia un'ultima cena e l'arca di NoÃ¨ a fare da sfondo a questo incredibile luogo. Passateci, non potrete piÃ¹ farne a meno!",joy,positive
Chiesa e chiostro da vedere assolutamente. Il coro ligneo Ã¨ molto bello. Nessuno intuisce da fuori che corso Magenta abbia un gioiello del genere. Da vedere lo ripeto. L'ingresso Ã¨ libero.,joy,positive
"La bellezza di Milano si traduce in tante parole, scorci, in tanti posti. Il posto giusto in cui cercare un buon aperitivo, tanto passeggio, artisti di strada, qualche ristorantino e molto altro ancora sono i navigli. Partite dalla Darsena e godetevi l'happy hour milanese. Ã un must!",joy,positive
"Il Duomo Ã¨ una delle meraviglie del mondo, le file sono piuttosto lunghe ma a scorrimento piuttosto veloce perÃ² ne vale la pena!  la visita sia all'interno che su per le guglie, vi ricompensera', Ã¨ uno spettacolo d'arte che arricchisce.",joy,positive
"la chiesa Ã¨ ovviamente impressiva, un gotico spinto che lascia a bocca aperta. Lo spettacolo di Milano dalle terrazze Ã¨ spettacolare e ovviamente il consiglio Ã¨ quello di scegliere una bella giornata, senza nebbia e senza pioggia. Un unico neo: nel prezzo del biglietto - oggettivamente non proprio economico - non Ã¨ compreso l'uso dei servizi. Per andare in bagno occorre pagare non ricordo se uno o due euro. Questo Ã¨ veramente meschino.",anger,negative
Impossibile resistere ad una passeggiata in una giornata autunnale a central park. Colori da film e sempre emozionante lo strawberry field dedicato a John Lennon .,joy,positive
"Il punteggio non va alle opere perchÃ© quelle non si discutono, ma all'allestimento confuso e disorganizzato. Mentre guardi Rubens ti compare Veronese, poi di nuovo Rubens e poi Tiziano. Goya Ã¨ suddiviso su tre piani e devi fare su e giÃ¹ per trovarlo, passando e ripassando davanti a opere giÃ  viste. Il ristorante Ã¨ buono ma caro. La cosa buona Ã¨ che oltre ai minorenni e agli studenti universitari forniti di tessera universitaria anche gli insegnanti italiani non pagano, basta avere la carta della propria scuola con il modulo del ministero",sadness,negative
"Abbiamo visitato il quartiere l'ultima domenica di febbraio, quando i mercati sono stati su e che era molto vivace con persone felici godendovi la cultura e il sole d'Italia.Ci siamo fermati in un moderno cafe' un po' eccentrico chiamato ""MAG cafe"" e aveva un paio di drink dal canale.",joy,positive
Se vai a madrid non puoi non visitare il museo del prado che contiene tantissime opere di assoluto prestigio.Da non perdere,joy,positive
"Oasi nel mezzo del caos cittadinoEsteso e ben curato ,questo parco merita una bella visita magari nei l'omenti di riposo durante la visita della cittÃ  o solo x passare dei momenti di relax ",joy,positive
"Visitando il museo, ci siamo fermate a mangiare qualcosaâ¦â¦cibo molto semplice ma buono e prezzi piÃ¹ che onesti.",joy,positive
"Very very good Milano. Passeggiare in piazza Duomo rilassa la mente e il corpo. Non puoi venire a Milano e non passare in piazza Duomo, poi un salto a vedere il magnifico teatro della scala e la galleria Vittorio Emanuele",joy,positive
"Una fortuna sfacciata : fare la passeggiata in barca sui navigli in una giornata splendida che ne fa risaltare la bellezza...... E' talmente particolare che non sembra di essere piÃ¹ in una grande cittÃ . Se vi capita andateci !!!Oltre alla barca c'Ã¨ anche la visita a piedi sulle Alzaie piene di ristoranti, bar, negozietti.... Una bella mezza giornata !!!",joy,positive
"Ã stata una sorpresa. Se volete conoscere la pittura dei fratelli Luini, andate. Grazie Touring Club per l'aiuto al restauro.",joy,positive
Con l'intento di visitare le principali attrazioni che offriva il parco abbiamo fittato una bici per 2ore (volate tra l'altro) e ci siamo incamminati in questa piccola cittadina. Avrete la possibilitÃ  di guardare uno spettacolo di break dance o rilassarsi ed ascoltare un sonetto lirico. ,joy,positive
"Bellissima chiesa completamente affrescata, non grandissima ma molto suggestiva.Grazie ai volontari si possono avere chiarimenti e notizie supplementari.Da non perdere!",joy,positive
"Ã sempre un piacere passeggiare sui Navigli, zona davvero suggestiva e culturalmente molto interessante. Bellissimi sia di giorno che di sera, sono ricchi di locali, spunti culturali, scorci retrÃ², mercatini e oggetti di antiquariato. Io torno sempre con piacere e lo consiglio a tutti!",joy,positive
"Enorme, infinito, noioso per il 95% di persone come me che di arte non capiscono quasi niente... quasi tutto dedicato ad arte spagnola, conquiste e iconografia religiosa, pesante pesante pesante... se non siete studiosi di arte o volete darvi un tono come tutti... si puÃ² anche evitare!",anger,negative
Uscendo dalla metro te lo trovi davanti e quello che si prova Ã¨ fantastico!! Dentro nn sono entrato e sinceramente vivendo a Roma nn penso di trovare qualcosa che nn abbia giÃ  visto !! Cmq piazza e duomo e tt ciÃ² che lo circonda Ã¨ imponente e penso che oltre a San siro nn ci sia nientâaltro da vedere !! BELLO BELLO BELLO ,joy,positive
"Tappa obbligatoria durante una visita a Milano, il duomo Ã¨ bello da togliere il fiato, sia fuori che dentro! L'emozione non si puÃ² descrivere... Munirsi di biglietto e fare la fila per almeno una buona mezz'ora sarÃ  poi piÃ¹ che ripagato! ",joy,positive
"Cosa dire, un polmone verde in mezzo a grattacieli, un luogo di pace interiore in mezzo alla caotica Manhattan...cosa c'Ã¨ di piÃ¹ bello di fare un giro in bicicletta in questo parco immenso, o semplicemente fermarsi sull'erba e leggere il tuo libro.",joy,positive
Entrando non ti aspetti tanta meraviglia. Poi ti ritrovi con il naso in su per mezz ora. Imperdibile.,joy,positive
"Splendito posto indimenticabile molte atrazioni grandissimo attraversa quasi tutta la citta,sembra di essere in mezzo la natura....",joy,positive
"Per essere un paracetamolo me lo aspettavo piÃ¹ indie , provo a passare da Milano Dateo, vi faccio sapere ",sadness,negative
"abbiamo prenotato la visita alla Fabbrica del Duomo (tour privato con guida e con ""salta la fila"") e ci siamo goduti il duomo, gli scavi del battistero e le terrazze. l'ingresso al duomo e la salita con l'ascensore Ã¨ avvenuto senza fare un minuto di attesa.abbiamo avuto il piacere di essere accompagnati da una guida eccellente che ci ha fatto conoscere tutto sulla storia del Duomo (aneddoti compresi), il Battistero e particolari interessantissimi e sconosciuti sulle terrazze.consiglio vivamente di rivolgersi alla biglietteria online della Fabbrica del Duomo e di chiedere una vista privata (max 6 persone). il costo non Ã¨ proprio a buon mercato (138 euro in 3) ma sono soldi veramente spesi bene. Il complesso del Duomo vi rimarrÃ  nel cuore.",joy,positive
"Scrivere qualcosa sui Navigli Ã¨ veramente difficile...A Milano sono stato diverse volte, ma mai nella famigerata zona Navigli.Eccomi allora con la mia fidanzata in questo celebre quartiere di Milano, ma ciÃ² che vediamo Ã¨, come dire, deprimente...La zona, infatti, Ã¨ immersa nel degrado con cumuli di spazzatura...Certo, Ã¨ caratteristico (soprattutto nel male!), se si tiene conto del passato dei Navigli... Oggi, invece, c'Ã¨ solo spazzatura e degrado... Il fatto positivo Ã¨ che si tratta di una zona piena di locali, tanti dei quali carini e che di sera si trasforma in un punto di ritrovo soprattutto per comitive. Ci accontentiamo, perÃ², solo di questo?Riaprire i Navigli? Non lo so, non sono un esperto e la questione divide ingegneri, professori e gli stessi cittadini di Milano... Tuttavia, non Ã¨ possibile lasciarli cosÃ¬ nel degrado, andrebbero valorizzati in qualche modo e, soprattutto, curati un minimo... Non si puÃ² lasciare le cose in questo modo, che equivale a non rispettare la storia della cittÃ  e degli stessi Navigli. Peccato...",sadness,negative
"Ottimo luogo dove passeggiare e ricaricare le batterie, immerso nel verde Ã¨ molto suggestivo e puÃ² essere percorso anche in bicicletta! ",joy,positive
"Che dire...central park Ã¨ central park...solo il nome evoca poesia e camminare per i suoi prati, boschi, strade....ricorda spezzoni di famosi film! Ci si trova perduti in un altro mondo, completamente fuori dai clacson e dalla confusione di Manhattan. Consiglio Sheeping Meadow, per la vista sui grattacieli e la Onassis Reservoir...se poi riusicte anche a farci una corsetta intorno al loop....Ã¨ veramente un'esperienza!",joy,positive
"In Corso Magenta un gioiello che i volontari del Touring presidiano con grande impegno.Una chiesa del 1.600 completamente restaurata dove gli affreschi originali del Luini sono in assoluta evidenza e dove il restauro Ã¨ rispettosissimo dell'originale. Una chiesa particolare, divisa in due parti, una per i fedeli e una per le monache di clausura. Basterebbe la visita a questa chiesa ed un caffÃ¨ nella storica pasticceria Marchesi per giustificare una passeggiata verso il centro. A volte ci dimentichiamo di cose che sono sotto i nostri occhi.",sadness,positive
Ottimo museo dove poter capire come erano strutturate SS e Gestapo e quali metodi usava il regime nazista per tenere sotto controllo i propri cittadini.PossibilitÃ  di consultare gli archivi storici.,anger,negative
"Bellisssimo, meraviglioso e gigante!!!la fila per entrare negli orari a ingresso gratuito Ã¨ chilometrica, ma una volta dentro capisci il perchÃ¨!ci vorrebbe una giornata intera per vederlo tutto bene, io e mia sorella a un certo punto ci siamo date delle prioritÃ , altrimenti ci avrebbero chiuse dentro!!!!",joy,positive
Sempre affascinante e maestoso il Duomo di Milano. Uno spettacolo di architettura! Non abbiamo visitato l'interno in quanto sono contrario a pagare il biglietto per visitare una chiesa... Ci sta per gli ascensori e le visite guidate ma una visita libera in una chiesa per me dovrebbe essere gratuita...Discutibile anche tutto il merchandising. ,joy,positive
"Il Duomo Ã¨ assolutamente da vedere, sebbene ci siano biglietti da pagare per qualsiasi cosa(dall'area archeologica alle terrazze) . Se il personale della biglietteria ci avesse avvisati subito avremmo acquistato direttamente il biglietto.Ã una chiesa molto particolare per via della sua austeritÃ , di fatti prevale il gotico, unica in Italia. ",joy,positive
"Una excelente.Situaci Ã³n posto per mangiare e divertirsi con gli amici e la sera il tramonto. Ci sono un sacco di bar e posti dove andare a bere birra e fare il ""aperitivo"" (praticarli tradicional della gente di Milano).  Il canal grande, lo rende il luogo piÃ¹ incantevole!",joy,positive
Molto accogliente e un monumento bellissimo e molto curato complimenti alla cittÃ  che lo tiene bello ,joy,positive
Ã' un incredibile polmone di verde in una grande metropoli. Ben tenuto con localini dove sedersi. Caratteristico vederlo punteggiato di neve. Interessante l'osservazione degli uccelli.,joy,positive
"Spettacolare, splendida, assolutamente da vedere. Una vera perla nel cuore di Milano. Da non perdere!",joy,positive
"Una porzione del Muro trasformata in galleria a cielo aperto grazie ad una sequenza di murales molto belli, peccato che nonostante le raccomandazioni riportate da alcuni cartelli alcuni di essi siano deturpati da graffiti vari lasciati dai visitatori. Iconico quello che raffigura il bacio tra Breznev e Honecker.",sadness,negative
"Di bar in bar, negroni, spritz, negroni, spritz, negroni, spritz!",anger,positive
Se vi piace l'idea giratelo in bici esperienza unica anche perchÃ© da fare a piedi Ã¨ un massacro Ã¨ immenso! ,joy,positive
"Quando posso ci torniamo ed Ã¨ sempre una bella esperienza, imponente e spettacolare, atmosfera unica, la cattedrale, la piazza, le guglie, se si passa di qui bisogna andarci",joy,positive
"Museo bellissimo e ben organizzato , vale la pena vederlo se si visita la meravigliosa cittÃ  di Madrid .",joy,positive
"Io e il mio fidanzato abbiamo visitato di recente il Duomo di Milano in tutta la sua interezza.All'interno, la cattedrale, vale veramente una visita: stupenda nella sua maestositÃ . Il museo Ã¨ sicuramente carino, con tutte le statuine e gli oggetti religiosi, ma nulla di imperdibile. Infine il percorso che sale sul tetto Ã¨ veramente bello in quanto permette di ammirare l'architettura esterna della struttura. Bella la vista, ma mi aspettavo qualcosa di piÃ¹! Nel complesso lo consiglio!",joy,positive
"Come da titolo, penso che per potersi godere la bellezza del Duomo di Milano sia necessario evitare gli orari di punta; anzi, piÃ¹ precisamente consiglierei di andare a visitarlo la mattina presto, quando la cittÃ  si mobilita per andare al lavoro e nessuno ha il tempo di fermarsi e prendersi una pausa, osservando il Duomo in tutto il suo splendore. ",joy,negative
"Tappa obbligata in un tour di Milano. E' la chiesa (chiamala chiesa) piÃ¹ grande d'Italia, iniziata a costruire nel 1386. Simbolo e tradizion della capitale della Lombardia nonchÃ¨ capitale economica d'Italia.",joy,positive
Monumento storico che ti avvolge con la sua storia fascinosa. Vieni avvolto dalla Sacrilitaâ della Cattedrale Gotica.,joy,positive
per evitare  la ressa di turisti abbiamo fatto lo sforzo di arrivare qui prestissimo . Infatti i murales sono cosÃ¬ grandi che Ã¨ difficile se non impossibile fotografarli anche dal limite del marciapiede  e comunque palche persona ti passa sempre davanti. Lo spettacolo multicolore e di estro artistico ci ha appagato e fatto compiacere anche se resta sempre il dramma del muro dovo sono stati disegnati,joy,positive
"Dopo molti anni, sono tornato sul Tetto del Duomo a piedi scalino dopo scalino... In 12 minuti.Vista Mozzafiato, su tutta Milano, percorso scale e tetto tutto molto Pulito.Abbiamo solo trovato una piccola parte del Duomo in fase di ristrutturazione con impalcature varie ma non ingombranti.Bella l'idea di Coniare una moneta con immagini della Madonnina o del Duomo, inserendo semplicemente in un apposito macchinario una monetina di 5 centesimi di â¬.Il Duomo di Milano... Una delle Chiese piÃ¹ Belle del Mondo.Consiglio Vivamente la Vistita Internamente e sulla Terrazza, si puÃ² salire anche in ascensore. ",joy,positive
"E' proprio vero, si visita bene una cittÃ  solo dopo aver letto su di essa. Mio marito aveva visto che c'era questa magnifica chiesa convento di clausura epr l'esattezza, quasi sconosciuto agli stessi milanesi.Un incanto!Da fuori non si direbbe ma appena si entra nell'edificio il respiro si ferma, lo sguardo viaggia e la bocca si apre a sorriso. Ci siamo stati due volte, una delle quali abbiamo trovato un gentilissimo volontario del FAI o del Touring non ricordo, che ci ha fatto calare perfettamente nella storia nell'arte e nell'atmosfera.",joy,positive
"Come sono belli i Navigli? Di giorno, infilandosi tra vicolo delle Lavandaie e i laboratori di pittori ed artigiani nelle corti, si capisce bene come dovesse essere la vecchia Milano. La sera si animano e specie in estate sono una sequenza ininterrotta di localini , bar, ristoranti , bancarelle ,luci che si riflettono nell'acqua. I giri sui battelli sono davvero carini. Non si capisce Milano senza avere visto i Navigli.",joy,positive
"Vale la pena di vistate almeno una parte di questo parco ricco d natura nel centro di New York, ci sono un sacco di cose da vedere",joy,positive
"Un inaspettato gioiello....vale la pena ammirare gli splendidi  affreschi delle "" due"" parti della chiesa: una era per tutti e l' altra riservata  alle monache  di clausura.",joy,positive
"Una meraviglia che tutti dovrebbero aver la fortuna di vedere, almeno una volta nella vita. Beati noi che ce lo godiamo ogni giorno, in ogni stagione. ",joy,positive
"non si puÃ² andare a Madrid senza visionare il Prado.La strada dove Ã¨ ubicato Ã¨ meravigliosa, la zona forse piÃ¹ bella della cittÃ .Ci sono opere fondamentali per quanto riguarda la storia dell'arte in generale. Ingesso gratuito ad alcune fasce orarie e giorni.",joy,positive
"Molto bello, unico e suggestivo, da girare a piedi ma anche con triciclo a pedali, agli ingressi c'e ne sono diversi.Suggerimento contrattate il prezzo e il numero delle soste, noi siamo stati fortunati con ottimo ""driver"" Sergio ragazzo russo sveglio, simpatico e disponibile.",joy,positive
Almeno una volta nella vita si deve andare a vederla. Sono stato fortunato. Posto bellissimo. Tanta cultura si respira e si percepisce la grandezza del popolo tedesco. Tutta la strada che porta alla Porta va percorsa a piedi per ammirare la grandezza di questa cittÃ  meravigliosa.,joy,positive
"Stiamo parlando di Central Park... non serve una recensione.Andateci in una giornata di sole e con lo spirito non del turista ma delle persone del posto. Non abbiate fretta di visitarlo, godetevelo a pieno portandovi  qualcosa da mangiare oppure assaggiando un buonissimo wafel al chioschino di ""Wafel & Dinges"" mentre state seduti sul prato.",joy,positive
"Ã uno dei musei piÃ¹ famosi al mondo e la fila esterna kilometrica lo testimonia. Prenotate con largo anticipo i biglietti online cosÃ¬ da saltare la fila. Ã possibile prenotare anche i biglietti gratuiti!Lo abbiamo visto in fascia gratuita e le 2 ore disponibili erano veramente risicate. Se siete un minimo appassionati, andate a pagamento.La collezione interna Ã¨ ricchissima, impossibile da descrivere a parole. Interessante l'esposizione per ""odorare"" un quadro.Consigliatissimo ",joy,positive
"Gran bel trionfo di fasti reali! Belle sale con ancora molti arredi, la, sala del trono e delle armi da vedere certamente! ",joy,positive
"Non smetterei mai di stare ad ammirare questa costruzione da fuori e poi da dentro. Noi siamo saliti alle terrazze per le scale, c Ã¨ molta meno fila. Bello bello bello..... poi siamo riscesi all interno , bello,grande. Assolutamente da visitare.",joy,positive
"Che dire il duomo e' il duomo...fa gia' da parte sua la parte del leone, e' un po'macchinosa l'organizzazione e biglietteria per la salita, la cattedrale internamente a mio avviso dovrebbe essere piu' curata e sopratutto con maggior sicurezza. sempre bello visitarla",joy,positive
"Abbiamo sfruttato il biglietto multiplo per poter visitare i musei a Madrid, di conseguenza non abbiamo dovuto fare fila per poter accederein questo museo.E' molto vasto e dispersivo per ccui abbiamo seguito la guida per le oper principali.Interessante ma pensavo meglio",sadness,positive
i navigli....luogo tra i piÃ¹ frequentati nelle serate milanesi! pieno di locali di ogni genere....ambiente giovane ed eterogeneo.....assolutamente da non perdere!,joy,positive
"ho abitato e vissuto a Milano in giovane etÃ , poi spostatomi per motivi lavorativi in provincia di Bergamo. sin da bambino provavo una meraviglia indescrivibile quando vedevo questo straordinario capolavoro dell'arte gotica, che va ben oltre il fascino di una chiesa. appena entrati si avverte subito, credenti o meno, la sacralitÃ  del luogo; ne Ã¨ intrisa in ogni angolo tutta la cattedrale. Immancabile poi una passeggiata al di sopra, tra le guglie, con una visione mozzafiato di Milano. Per chi si reca la prima volta a Milano Ã¨ un luogo assolutamente imperdibile.",joy,positive
Ho visitato Central Park nel weekend di Halloween il parco Ã¨ molto ben tenuto grande e offre degli scorci interessanti sullo skyline della cittÃ  una passeggiata Ã¨ un must se siete a New York,joy,positive
bellissima piazza e chiesa veramente imponente. devo dire che merita farci un salto anche solo x un saluto alla madonnina,joy,positive
Essere accolti dagli scoiattoli non ha prezzo! Visitatelo perchÃ© Ã¨ bello d'inverno con la neve perciÃ² immagino che con le fioriture sia spettacolare. Armatevi di pazienza e di scarpe comode perchÃ© Ã¨ veramente grande. Come in tutta New York neanche qui  potrete morire di fame; chioschi ovunque!,joy,positive
"Parco bellissimo e molto curato, in cui Ã¨ possibile osservare i tanti scoiattoli che si avvicinano all'uomo, dipingere, rilassarsi, o fare jogging. Ã assolutamente da vedere, un'esperienza unica.",joy,positive
"Dopo diversi giorni passati freneticamente per poter vedere il piÃ¹ possibile in cittÃ  ci siamo recati nel famoso Central Park. Il parco Ã¨ bellissimo e ben tenuto, ci sono diversi punti di interesse all'interno di esso che non vi deluderanno. Un oasi di tranquillitÃ  in una cittÃ  super frenetica. DA VISITARE",joy,positive
"bellissima ristrutturazione, grazie agli amici del FAI che rendono possibile visitare questa splendida chiesa!",joy,positive
Uno dei miei posti  preferiti al mondo  per la sera. Caratteristici e ricchi di locali per tutti i gusti. Per lo piÃ¹ mediamente  costosi. Ma cercando ci sono anche  soluzioni  un Po  piÃ¹  economiche,joy,positive
"Bello il naviglio dopo il tramonto, molto suggestivo e intrigante, misterioso con la nebbia. Tante le luci, i locali, i vicoli da scoprire, come quello delle lavandaie, ben conservato con il suo ruscello. Tanti i locali, alcuni buoni, altri turistici e cari. Scegliete osterie,  trattorie o enoteche piuttosto. Parcheggi pochi e distanti, da rimediare, considerata l'attrazione serale.",joy,positive
"Di giorno, di notte ad ogni ora questo luogo fa vivere dei momenti unici. La darsena rinnovata da poco ha un fascino particolare malgrado la maleducazione di certe persone che non rispettano ciÃ² che li circonda.",joy,positive
"si entra...e si resta senza fiato!! e quando si pensa di avere visto qualcosa di veramente speciale si passa al coro delle monache, ancora piÃ¹ affascinante! Da non mancare",joy,positive
"Sembra davvero di uscire da NY e ritrovarsi in mondo a parte (se non si alza lo sguardo, perchÃ¨ in quel caso si scorgerebbero i grattacieli).Una bellissima passeggiata immaginando di essere in quelle scene dei film girate proprio lÃ¬. Pulito.",joy,positive
"Belle strade con vita di strada, artisti di strada e ottimo gelato colorato. Fiera di Strada fiera atmosfera tipica e non solo per turisti.",joy,positive
"Questo non Ã¨ un parco ma un microcosmo a parte, un parco naturale di dimensioni immense che si prolunga per chilometri dentro alla piÃ¹ affollata New York! Prendetevi il tempo di girarlo, prendetevi una bici o anche solo a piedi e visitate i tanti prati, boschi e laghetti che danno un tocco unico a questo parco. Vi consiglio di andarci nelle giornate di sole quando la gente si diletta tra sport, attivitÃ  e magari qualche concerto jazz qui e lÃ¬ !",joy,positive
"PerchÃ© qualcosa non Ã¨ stata detta?!Solo alcune precisazioni:Lasciate a casa Zaini, borse e contenitori vari altrimenti ci vorrÃ  motori tempo per entrare per la verifica di zaini e contenitori csri;Tasche vuote altrimenti il metal detector suonerÃ  e non entrerete;I militari alla porta sono gentilissimi nonostante tutto il tempo che passano al freddo per garantire la sicurezza dei visitatori;Dovete munirvi di biglietto 3â¬ da fare o ai chioschetti od al museo del Duomo... obbligatorio ... Non fate la fila senza (Cmq vi bloccano, con cortesia, prima di infilarci nella serpentina delle transenne...Ultima cosa: guardando il Duomo frontalmente avrete a sinistra la galleria con il ristorante di Carlo Cracco, il Savini ecc ecc, a destra il mitico Maestro Pasticcere Iginio Massari. PÃ² o piÃ¹ avanti della galleria c'Ã¨ la Rinascente... ",anger,negative
Non riuscivamo ad andarcene. Mozzafiato la vista della piazza. Un bretzel Ã¨ quello che ci vuole per contornare il tutto.,sadness,negative
"l'ho scoperta per caso, durante una delle mie passeggiate nell'intervallo di pranzo. E' un vero gioiello che appare in tutta la sua magnificenza dopo aver varcato una facciata assolutamente anonima, accolti dai volontari del Touring a cui va il plauso. Ritagliatevi un po' di tempo per visitarla in ogni dettaglio, ne vale proprio la pena.",joy,positive
GiÃ  dall' esterno Ã© imponente e meraviglioso poi dalla cima della cupola si gode di una bella vista su tutta Berlino ,joy,positive
"Sinceramente mi aspettavo qualcosa di piÃ¹ maestoso , grazie alla bolleDi sapone sono riuscito a fare una bella foto ð",joy,positive
"Si tratta di un museo, in parte all'aperto, con il quale la Germania cerca di spiegare come possa essere accaduto che un popolo si sia fatto trascinare in una follia come il nazismo.Speriamo che anche qualche polito tedersco attuale ogni tanto lo visiti.",sadness,negative
"Milanese di nascita, ho impiegato una vita per scoprire questa meraviglia. E' uno spettacolo che lascia veramente a bocca aperta. Interamente affrescata da alcuni dei piu' grandi pittori lombardi dell'epoca, ci mostra il meglio di se' nei dipinti di Bernardino Luini e figli e del maestro di Caravaggio, Simone Peterzano. Notevole anche l' organo di Giacomo Antegnati , autore anche dell'organo del Duomo. Assolutamente da non perdere.",joy,positive
"ottima occasione di accrescimento culturale.In un capoluogo con lo sguardo rivolto al fututo, in un clima di modernitÃ  estrema, il Duomo si colloca al centro di un pensiero trascorso ma sontuoso con il piglio dell'architettura d'avanguardia.Il risveglio dei sensi in una crescente penombra densa di sorprese strutturali ed estetiche che inneggiano alla tradizione cristiana.",joy,positive
"Abbiamo acquistato i biglietto su internet x evitare le file super per prenderli al momento. Siamo riusciti ad arrivare alle 10, orario di apertura al pubblico, e ad essere i primi a entrare. Consiglio vivamente di andare a visitare subito la Maja desnuda x evitare grossi ingorghi, visti anche i numerosi gruppi di turisti. State attenti anche agli orari di apertura poichÃ© vi sono anche giorni e orari in cui entrare gratuitamente ",fear,negative
"Consigli assolutamente di andarci alla sera , cenare in uno dei ristorantini presenti e passeggiare poi lungo tutti i navigli prima del rientro ",joy,positive
"Luogo di rispetto per la storia, zona interna completamente gratuita ma consigliata la guida per capire bene. Andare di giorno",sadness,positive
"Chi viene a Berlino non puÃ² non passare da qui .ogni disegno ha qualcosa da dire, questa Ã¨ arte da meditare, come leggere una poesia.andateci non rimarrete delusi.",joy,positive
Imperdibile. Un mondo a se dentro il contro di New York. Molto grande. Prendetevi tempo per visitarlo.,joy,positive
"Una sorpresa piacevole. Anonima all'esterno, lascia senza fiato all'interno. Bellissimi dipinti del 500 . Una chicca che merita un contributo. ",joy,positive
Tratto del muro caratterizzato dai 1000 murales. E' singolare perchÃ¨ Ã¨ assolutamente inserito nel contesto urbano e fronteggiato dai palazzi modernissimi della Mercedes. ,joy,positive
"Abbiamo visto solo una piccola parte, quella con la vista panoramica; la veduta Ã¨ eccezionale e la struttura ancor di piÃ¹: molto moderna e bella.",joy,positive
Bellissima occasione data dai volontari del Touring Club Italiano. Io lo soprannominata la Piccola Cappella Sistina di Milano. Uno spettacolo per gli occhi e per lâanima.,joy,positive
"Impeccabile per puntualitÃ  e cortesia , sicuramente ci ritornerÃ² intanto lo consigliero' a tutti quelli che conosco",joy,positive
"Il museo non Ã¨ esageratamente accattivante perÃ² la vista del muro ""originale"" e la documentazione fotografica fornisce un quadro reale della storia. L'accesso Ã¨ gratuito.",joy,positive
Quando si decide di visitare Madrid non si puÃ² non mettere nella lista un museo cosÃ¬ importante come il museo del Prado spettacolare per le opere italiane e Madrilene che contiene.,joy,positive
"Sicuramente allâaltezza di quello che ci si aspetta da uno dei musei piÃ¹ importanti al mondo. Sebbene lâarte spagnola non sia tra le mie preferite la visita Ã¨ stata davvero interessante, istruttiva e appassionante.Lo consiglio a chiunque passi da Madrid.P.s. Fate i biglietti on-line",joy,positive
Molto ben curato e pieno di attrazioni di ogni genere dal laghetto al castello ai campi da gioco bar etc.....col sole Ã¨ molto rilassante,joy,positive
"Ã indubbiamente un museo che merita di essere visitato, ma la mancanza di un percorso segnalato o quantomeno consigliato non ne facilitano una visita lineare (e avevamo preso l'audio guida).Non tutto il personale Ã¨ disponibile, in pochi parlano inglese.Abbiamo chiesto una cosa ad una guardia all'ingresso (in inglese), e lei stizzita ci ha risposto in spagnolo dicendoci che non la pagano abbastanza per parlare l'inglese... ",sadness,negative
Un giro all'interno di Central Park Ã¨ obbligatorio veramente bellissimo...un'isola di verde nel centro della cittÃ ...,joy,positive
"Il parco Ã¨ come si vede nei film: grandi spezi erbosi, laghetti, ponticelli, stradine tortuose in mezzo agli alberi. E tantissima gente che corre. Perfetto per una mattinata tranquilla con vista sui palazzi art decÃ²",joy,positive
